violation_id,member_id,violation_type,violation_date,severity_level
VIO_49371,MBR_49371,Policy Abuse,2024-01-29,Medium
VIO_37184,MBR_37184,Fraud,2024-03-12,High
VIO_18570,MBR_18570,Late Payment,2025-10-06,Medium
VIO_7136,MBR_07136,Fraud,2023-12-28,Low
VIO_30556,MBR_30556,Late Payment,2024-10-03,Low
VIO_40860,MBR_40860,Fraud,2025-03-30,Medium
VIO_34185,MBR_34185,Policy Abuse,2023-03-19,Medium
VIO_24785,MBR_24785,Fraud,2025-10-23,High
VIO_2638,MBR_02638,Fraud,2025-12-12,Low
VIO_18394,MBR_18394,Fraud,2025-01-13,High
VIO_27043,MBR_27043,Late Payment,2024-02-02,Low
VIO_2163,MBR_02163,Fraud,2025-04-01,Medium
VIO_6399,MBR_06399,Fraud,2025-01-22,Low
VIO_28871,MBR_28871,Policy Abuse,2023-04-04,Medium
VIO_18762,MBR_18762,Late Payment,2025-04-17,Medium
VIO_23121,MBR_23121,Policy Abuse,2024-11-19,Medium
VIO_31433,MBR_31433,Policy Abuse,2025-11-06,Low
VIO_36386,MBR_36386,Policy Abuse,2023-02-16,Low
VIO_1757,MBR_01757,Late Payment,2023-01-15,High
VIO_21456,MBR_21456,Fraud,2024-06-12,High
VIO_34622,MBR_34622,Policy Abuse,2024-05-30,Medium
VIO_6721,MBR_06721,Policy Abuse,2025-09-19,High
VIO_28418,MBR_28418,Policy Abuse,2024-07-06,High
VIO_8225,MBR_08225,Late Payment,2023-07-14,Low
VIO_18645,MBR_18645,Policy Abuse,2025-11-09,Medium
VIO_40627,MBR_40627,Policy Abuse,2025-01-22,Low
VIO_8560,MBR_08560,Late Payment,2024-07-20,Low
VIO_34964,MBR_34964,Fraud,2025-11-15,Medium
VIO_10267,MBR_10267,Late Payment,2023-01-17,High
VIO_23213,MBR_23213,Late Payment,2025-01-27,Medium
VIO_13262,MBR_13262,Policy Abuse,2024-12-19,Medium
VIO_37505,MBR_37505,Fraud,2024-06-19,Medium
VIO_9349,MBR_09349,Fraud,2025-03-08,High
VIO_8032,MBR_08032,Late Payment,2023-03-13,High
VIO_49777,MBR_49777,Late Payment,2025-02-19,High
VIO_36884,MBR_36884,Fraud,2023-12-09,High
VIO_48872,MBR_48872,Fraud,2024-12-22,Low
VIO_35638,MBR_35638,Policy Abuse,2025-04-11,High
VIO_31072,MBR_31072,Late Payment,2023-08-25,High
VIO_15377,MBR_15377,Policy Abuse,2025-11-25,High
VIO_23812,MBR_23812,Late Payment,2024-09-10,High
VIO_3517,MBR_03517,Policy Abuse,2024-06-26,High
VIO_25602,MBR_25602,Fraud,2024-09-09,High
VIO_36155,MBR_36155,Fraud,2023-06-03,Low
VIO_25374,MBR_25374,Late Payment,2023-11-12,Medium
VIO_482,MBR_00482,Fraud,2025-09-24,Medium
VIO_5856,MBR_05856,Late Payment,2023-10-16,Low
VIO_15330,MBR_15330,Late Payment,2023-12-07,Low
VIO_14079,MBR_14079,Late Payment,2025-01-01,Low
VIO_11043,MBR_11043,Late Payment,2025-03-08,Low
VIO_14021,MBR_14021,Late Payment,2024-06-06,High
VIO_39096,MBR_39096,Policy Abuse,2025-11-27,Medium
VIO_4497,MBR_04497,Fraud,2024-08-01,Medium
VIO_36270,MBR_36270,Policy Abuse,2024-07-07,High
VIO_7304,MBR_07304,Fraud,2023-02-05,Medium
VIO_28834,MBR_28834,Policy Abuse,2025-09-24,Low
VIO_28236,MBR_28236,Policy Abuse,2024-08-16,High
VIO_40550,MBR_40550,Fraud,2024-07-09,High
VIO_8431,MBR_08431,Fraud,2025-10-16,Low
VIO_49741,MBR_49741,Late Payment,2023-09-01,High
VIO_26250,MBR_26250,Fraud,2024-04-04,Low
VIO_29767,MBR_29767,Policy Abuse,2024-09-14,Low
VIO_29420,MBR_29420,Fraud,2023-10-30,High
VIO_15835,MBR_15835,Policy Abuse,2024-04-26,Medium
VIO_38138,MBR_38138,Policy Abuse,2023-11-13,Low
VIO_3035,MBR_03035,Policy Abuse,2024-09-13,Low
VIO_25272,MBR_25272,Policy Abuse,2025-05-19,Low
VIO_24288,MBR_24288,Fraud,2023-11-05,High
VIO_47553,MBR_47553,Late Payment,2023-12-30,Low
VIO_41119,MBR_41119,Late Payment,2025-09-10,High
VIO_20693,MBR_20693,Policy Abuse,2023-07-20,High
VIO_12580,MBR_12580,Fraud,2023-02-19,Low
VIO_46990,MBR_46990,Late Payment,2025-10-08,High
VIO_25238,MBR_25238,Late Payment,2023-12-28,Low
VIO_12046,MBR_12046,Fraud,2024-07-06,Low
VIO_39928,MBR_39928,Policy Abuse,2025-05-18,High
VIO_42839,MBR_42839,Late Payment,2024-08-20,Low
VIO_48503,MBR_48503,Late Payment,2025-02-14,High
VIO_40444,MBR_40444,Policy Abuse,2025-06-30,Low
VIO_10436,MBR_10436,Late Payment,2023-12-14,Medium
VIO_29671,MBR_29671,Late Payment,2023-01-08,Medium
VIO_49997,MBR_49997,Fraud,2023-07-29,Medium
VIO_43407,MBR_43407,Late Payment,2024-11-04,High
VIO_29168,MBR_29168,Fraud,2025-10-31,High
VIO_34690,MBR_34690,Fraud,2023-09-27,Medium
VIO_13333,MBR_13333,Fraud,2024-06-28,Medium
VIO_32035,MBR_32035,Late Payment,2024-03-21,Medium
VIO_25701,MBR_25701,Late Payment,2023-07-21,Medium
VIO_20234,MBR_20234,Policy Abuse,2023-01-18,Low
VIO_8038,MBR_08038,Policy Abuse,2023-09-08,Low
VIO_20773,MBR_20773,Late Payment,2024-03-24,Medium
VIO_35989,MBR_35989,Fraud,2023-07-25,High
VIO_17203,MBR_17203,Late Payment,2024-12-22,High
VIO_8489,MBR_08489,Late Payment,2025-03-23,Low
VIO_47828,MBR_47828,Late Payment,2024-04-14,High
VIO_10184,MBR_10184,Policy Abuse,2025-06-27,Medium
VIO_31125,MBR_31125,Policy Abuse,2025-03-18,Low
VIO_5913,MBR_05913,Policy Abuse,2025-07-08,Medium
VIO_48830,MBR_48830,Policy Abuse,2025-12-14,Medium
VIO_37626,MBR_37626,Late Payment,2025-01-27,Medium
VIO_49295,MBR_49295,Late Payment,2025-02-22,High
VIO_31336,MBR_31336,Late Payment,2023-12-01,High
VIO_801,MBR_00801,Late Payment,2023-05-21,Medium
VIO_8363,MBR_08363,Policy Abuse,2025-10-27,High
VIO_1229,MBR_01229,Fraud,2023-08-13,Low
VIO_31030,MBR_31030,Fraud,2023-08-18,High
VIO_7522,MBR_07522,Fraud,2023-01-23,Medium
VIO_8320,MBR_08320,Fraud,2023-02-17,High
VIO_24823,MBR_24823,Policy Abuse,2025-01-10,Low
VIO_34267,MBR_34267,Late Payment,2023-10-25,Medium
VIO_4263,MBR_04263,Policy Abuse,2025-07-12,High
VIO_15386,MBR_15386,Late Payment,2023-08-31,Low
VIO_15307,MBR_15307,Fraud,2024-04-22,Medium
VIO_43139,MBR_43139,Policy Abuse,2025-10-31,High
VIO_12518,MBR_12518,Policy Abuse,2023-09-17,Medium
VIO_12594,MBR_12594,Fraud,2023-01-30,High
VIO_28220,MBR_28220,Policy Abuse,2025-01-18,High
VIO_35801,MBR_35801,Policy Abuse,2024-01-18,Low
VIO_3997,MBR_03997,Fraud,2023-02-11,Low
VIO_10464,MBR_10464,Policy Abuse,2024-04-22,Medium
VIO_16210,MBR_16210,Late Payment,2025-06-09,High
VIO_5982,MBR_05982,Fraud,2024-04-30,Low
VIO_5598,MBR_05598,Late Payment,2025-12-17,High
VIO_1133,MBR_01133,Fraud,2025-06-15,Low
VIO_14198,MBR_14198,Policy Abuse,2024-04-02,Medium
VIO_8000,MBR_08000,Late Payment,2025-01-04,Medium
VIO_40476,MBR_40476,Fraud,2024-09-21,Low
VIO_40889,MBR_40889,Policy Abuse,2024-06-21,High
VIO_39048,MBR_39048,Policy Abuse,2025-11-05,High
VIO_41110,MBR_41110,Fraud,2024-05-02,Medium
VIO_20765,MBR_20765,Late Payment,2025-02-20,High
VIO_48722,MBR_48722,Policy Abuse,2023-09-04,Low
VIO_32818,MBR_32818,Late Payment,2025-01-18,Medium
VIO_25516,MBR_25516,Policy Abuse,2025-04-28,Medium
VIO_48188,MBR_48188,Fraud,2023-08-10,High
VIO_33960,MBR_33960,Fraud,2025-11-09,High
VIO_8165,MBR_08165,Fraud,2024-12-09,High
VIO_14391,MBR_14391,Fraud,2024-05-02,Medium
VIO_4466,MBR_04466,Late Payment,2023-07-22,Medium
VIO_14685,MBR_14685,Policy Abuse,2024-07-06,Medium
VIO_36672,MBR_36672,Fraud,2024-12-20,Medium
VIO_32127,MBR_32127,Policy Abuse,2025-03-23,Medium
VIO_41860,MBR_41860,Policy Abuse,2023-05-22,High
VIO_14920,MBR_14920,Policy Abuse,2023-08-27,High
VIO_47333,MBR_47333,Fraud,2025-12-30,Medium
VIO_37457,MBR_37457,Late Payment,2025-06-16,High
VIO_3131,MBR_03131,Fraud,2025-04-19,Medium
VIO_21017,MBR_21017,Fraud,2024-11-27,Low
VIO_38643,MBR_38643,Policy Abuse,2024-01-20,Low
VIO_32052,MBR_32052,Policy Abuse,2024-09-03,High
VIO_39073,MBR_39073,Fraud,2025-01-27,Medium
VIO_35242,MBR_35242,Policy Abuse,2024-05-01,Low
VIO_46784,MBR_46784,Policy Abuse,2024-12-07,Low
VIO_25086,MBR_25086,Fraud,2025-07-04,Medium
VIO_3063,MBR_03063,Late Payment,2024-12-23,Low
VIO_11611,MBR_11611,Late Payment,2024-09-16,Medium
VIO_20575,MBR_20575,Policy Abuse,2023-11-25,High
VIO_17479,MBR_17479,Fraud,2023-01-02,Medium
VIO_2886,MBR_02886,Late Payment,2025-06-30,High
VIO_23070,MBR_23070,Late Payment,2025-02-07,Low
VIO_47842,MBR_47842,Policy Abuse,2025-01-10,High
VIO_2392,MBR_02392,Late Payment,2023-02-18,Medium
VIO_42071,MBR_42071,Late Payment,2025-06-03,Low
VIO_38489,MBR_38489,Fraud,2023-09-08,Low
VIO_6427,MBR_06427,Late Payment,2023-04-28,Medium
VIO_43375,MBR_43375,Late Payment,2023-04-16,Medium
VIO_21081,MBR_21081,Policy Abuse,2024-06-01,Medium
VIO_6417,MBR_06417,Late Payment,2024-05-12,Low
VIO_7668,MBR_07668,Late Payment,2023-09-15,Low
VIO_5734,MBR_05734,Policy Abuse,2025-07-11,High
VIO_22781,MBR_22781,Policy Abuse,2024-01-14,High
VIO_42072,MBR_42072,Late Payment,2024-12-24,Medium
VIO_10450,MBR_10450,Late Payment,2025-06-08,Medium
VIO_26084,MBR_26084,Late Payment,2023-12-11,Low
VIO_34870,MBR_34870,Late Payment,2024-05-13,Low
VIO_29230,MBR_29230,Policy Abuse,2023-07-18,Medium
VIO_32236,MBR_32236,Policy Abuse,2023-12-13,High
VIO_7546,MBR_07546,Policy Abuse,2025-09-16,High
VIO_30866,MBR_30866,Fraud,2023-11-04,Medium
VIO_20202,MBR_20202,Late Payment,2025-12-13,Medium
VIO_36670,MBR_36670,Policy Abuse,2023-11-18,Medium
VIO_3587,MBR_03587,Late Payment,2024-08-26,High
VIO_22278,MBR_22278,Fraud,2025-12-14,Low
VIO_47310,MBR_47310,Late Payment,2023-09-30,Medium
VIO_48921,MBR_48921,Fraud,2024-09-11,Low
VIO_10704,MBR_10704,Fraud,2025-05-30,High
VIO_17850,MBR_17850,Fraud,2025-05-24,Low
VIO_43850,MBR_43850,Fraud,2024-12-22,Medium
VIO_13294,MBR_13294,Fraud,2024-10-21,Low
VIO_30329,MBR_30329,Fraud,2024-01-05,Medium
VIO_21858,MBR_21858,Policy Abuse,2023-08-08,Low
VIO_39024,MBR_39024,Late Payment,2024-08-26,Medium
VIO_27478,MBR_27478,Late Payment,2024-11-17,Low
VIO_12118,MBR_12118,Late Payment,2024-09-22,Medium
VIO_34160,MBR_34160,Policy Abuse,2024-12-14,High
VIO_1198,MBR_01198,Late Payment,2023-11-11,Low
VIO_49435,MBR_49435,Fraud,2024-10-13,High
VIO_35206,MBR_35206,Policy Abuse,2025-02-28,Medium
VIO_49203,MBR_49203,Late Payment,2025-05-12,Low
VIO_40864,MBR_40864,Policy Abuse,2025-06-04,High
VIO_26484,MBR_26484,Late Payment,2024-08-09,Medium
VIO_29999,MBR_29999,Policy Abuse,2023-08-10,Low
VIO_6933,MBR_06933,Policy Abuse,2025-02-23,Medium
VIO_2787,MBR_02787,Fraud,2024-12-18,Medium
VIO_24933,MBR_24933,Policy Abuse,2025-11-30,High
VIO_573,MBR_00573,Late Payment,2024-07-17,Low
VIO_21740,MBR_21740,Policy Abuse,2023-01-18,Medium
VIO_3155,MBR_03155,Fraud,2024-02-10,Low
VIO_3092,MBR_03092,Policy Abuse,2024-08-03,Low
VIO_44218,MBR_44218,Late Payment,2025-09-17,Low
VIO_27319,MBR_27319,Fraud,2023-11-22,Low
VIO_21374,MBR_21374,Policy Abuse,2023-07-21,High
VIO_27590,MBR_27590,Fraud,2024-03-23,Medium
VIO_2418,MBR_02418,Fraud,2023-11-10,Medium
VIO_11280,MBR_11280,Policy Abuse,2024-09-22,Low
VIO_831,MBR_00831,Policy Abuse,2023-10-28,Low
VIO_9444,MBR_09444,Fraud,2024-08-06,Medium
VIO_40733,MBR_40733,Fraud,2024-09-09,Low
VIO_44870,MBR_44870,Fraud,2025-04-28,Medium
VIO_37186,MBR_37186,Policy Abuse,2025-04-26,High
VIO_11613,MBR_11613,Fraud,2023-05-16,High
VIO_26486,MBR_26486,Policy Abuse,2024-08-14,Medium
VIO_22161,MBR_22161,Late Payment,2025-11-26,Low
VIO_15349,MBR_15349,Fraud,2025-07-03,Low
VIO_22807,MBR_22807,Fraud,2023-04-04,High
VIO_35686,MBR_35686,Policy Abuse,2024-04-07,High
VIO_7411,MBR_07411,Fraud,2024-10-29,High
VIO_17072,MBR_17072,Late Payment,2025-03-07,Medium
VIO_43188,MBR_43188,Fraud,2024-05-09,Low
VIO_46168,MBR_46168,Late Payment,2025-03-27,Medium
VIO_21036,MBR_21036,Fraud,2025-02-04,Medium
VIO_41307,MBR_41307,Policy Abuse,2024-03-25,Low
VIO_22798,MBR_22798,Late Payment,2023-06-23,High
VIO_170,MBR_00170,Fraud,2023-01-17,Low
VIO_19665,MBR_19665,Policy Abuse,2023-05-07,Medium
VIO_24138,MBR_24138,Fraud,2023-02-25,Low
VIO_434,MBR_00434,Fraud,2023-11-04,Low
VIO_10972,MBR_10972,Policy Abuse,2024-06-27,High
VIO_13398,MBR_13398,Late Payment,2024-06-23,Medium
VIO_35422,MBR_35422,Fraud,2025-07-28,Medium
VIO_21459,MBR_21459,Fraud,2025-01-01,High
VIO_37172,MBR_37172,Fraud,2023-05-25,High
VIO_21133,MBR_21133,Fraud,2025-08-24,Medium
VIO_23646,MBR_23646,Fraud,2023-10-03,Medium
VIO_47648,MBR_47648,Fraud,2023-06-21,Medium
VIO_43648,MBR_43648,Fraud,2023-01-11,Low
VIO_6617,MBR_06617,Fraud,2025-04-12,Medium
VIO_28365,MBR_28365,Fraud,2025-11-06,High
VIO_38601,MBR_38601,Late Payment,2024-08-28,Low
VIO_16924,MBR_16924,Policy Abuse,2024-12-21,Medium
VIO_21837,MBR_21837,Fraud,2023-08-19,Low
VIO_12301,MBR_12301,Policy Abuse,2023-07-06,Low
VIO_4712,MBR_04712,Fraud,2025-04-29,Low
VIO_13386,MBR_13386,Policy Abuse,2023-06-24,Low
VIO_22790,MBR_22790,Late Payment,2024-09-06,High
VIO_36913,MBR_36913,Policy Abuse,2023-08-17,Medium
VIO_46079,MBR_46079,Late Payment,2024-04-16,High
VIO_34147,MBR_34147,Late Payment,2025-09-09,High
VIO_33848,MBR_33848,Policy Abuse,2025-02-10,Medium
VIO_23,MBR_00023,Late Payment,2023-07-27,Low
VIO_43088,MBR_43088,Fraud,2023-05-01,Medium
VIO_16941,MBR_16941,Fraud,2025-01-29,Low
VIO_17679,MBR_17679,Late Payment,2024-04-15,Medium
VIO_44185,MBR_44185,Policy Abuse,2024-10-17,Low
VIO_22611,MBR_22611,Late Payment,2024-04-16,Medium
VIO_32855,MBR_32855,Late Payment,2023-04-05,Medium
VIO_31062,MBR_31062,Policy Abuse,2024-10-13,High
VIO_38497,MBR_38497,Late Payment,2025-03-27,High
VIO_29913,MBR_29913,Late Payment,2023-02-25,High
VIO_47963,MBR_47963,Late Payment,2025-03-05,Low
VIO_44693,MBR_44693,Late Payment,2023-02-05,High
VIO_3078,MBR_03078,Policy Abuse,2023-01-15,High
VIO_11300,MBR_11300,Policy Abuse,2024-11-22,Medium
VIO_9263,MBR_09263,Policy Abuse,2024-08-01,Medium
VIO_35332,MBR_35332,Policy Abuse,2023-09-15,Medium
VIO_41547,MBR_41547,Fraud,2023-01-09,High
VIO_45788,MBR_45788,Policy Abuse,2024-02-08,Low
VIO_26065,MBR_26065,Fraud,2024-04-25,High
VIO_40262,MBR_40262,Fraud,2025-11-29,Low
VIO_34069,MBR_34069,Late Payment,2024-03-14,Medium
VIO_31575,MBR_31575,Late Payment,2025-12-12,Low
VIO_32333,MBR_32333,Policy Abuse,2024-12-12,Low
VIO_8159,MBR_08159,Fraud,2024-03-27,Low
VIO_23851,MBR_23851,Late Payment,2025-09-13,Medium
VIO_5695,MBR_05695,Fraud,2025-12-27,Low
VIO_43802,MBR_43802,Policy Abuse,2025-12-13,High
VIO_45327,MBR_45327,Policy Abuse,2024-10-13,Low
VIO_1687,MBR_01687,Late Payment,2023-04-08,High
VIO_9746,MBR_09746,Late Payment,2023-10-18,High
VIO_1849,MBR_01849,Fraud,2024-04-10,High
VIO_28089,MBR_28089,Fraud,2025-02-06,High
VIO_16183,MBR_16183,Policy Abuse,2023-10-24,Low
VIO_49088,MBR_49088,Late Payment,2024-02-07,Medium
VIO_14133,MBR_14133,Late Payment,2025-05-15,High
VIO_880,MBR_00880,Fraud,2023-02-27,Medium
VIO_35897,MBR_35897,Policy Abuse,2023-07-06,Medium
VIO_6434,MBR_06434,Policy Abuse,2025-11-06,Low
VIO_31186,MBR_31186,Late Payment,2024-10-08,Low
VIO_45448,MBR_45448,Late Payment,2024-09-25,High
VIO_39114,MBR_39114,Late Payment,2023-03-14,Medium
VIO_10030,MBR_10030,Fraud,2023-04-04,Medium
VIO_44826,MBR_44826,Late Payment,2023-11-04,Low
VIO_5564,MBR_05564,Fraud,2024-08-25,Medium
VIO_5890,MBR_05890,Policy Abuse,2025-01-08,Low
VIO_22948,MBR_22948,Late Payment,2025-08-13,High
VIO_7539,MBR_07539,Fraud,2025-03-29,Medium
VIO_48604,MBR_48604,Late Payment,2025-09-22,Low
VIO_40000,MBR_40000,Fraud,2024-05-23,High
VIO_23878,MBR_23878,Fraud,2024-03-02,Medium
VIO_41026,MBR_41026,Policy Abuse,2025-08-08,High
VIO_43799,MBR_43799,Policy Abuse,2025-01-27,High
VIO_9394,MBR_09394,Policy Abuse,2024-06-28,Medium
VIO_39029,MBR_39029,Late Payment,2023-04-21,Low
VIO_34867,MBR_34867,Fraud,2025-06-26,High
VIO_30441,MBR_30441,Policy Abuse,2023-08-13,High
VIO_23895,MBR_23895,Late Payment,2024-10-27,Low
VIO_14472,MBR_14472,Late Payment,2024-07-11,Low
VIO_4163,MBR_04163,Late Payment,2024-04-09,Low
VIO_3539,MBR_03539,Fraud,2023-09-15,Medium
VIO_38768,MBR_38768,Late Payment,2023-10-06,Medium
VIO_28372,MBR_28372,Fraud,2024-07-21,High
VIO_36805,MBR_36805,Fraud,2025-11-15,Medium
VIO_34423,MBR_34423,Policy Abuse,2024-06-14,Medium
VIO_37123,MBR_37123,Fraud,2025-02-18,High
VIO_9040,MBR_09040,Policy Abuse,2023-03-22,Low
VIO_45542,MBR_45542,Late Payment,2025-09-11,High
VIO_6893,MBR_06893,Late Payment,2023-07-31,Medium
VIO_13214,MBR_13214,Fraud,2024-05-24,Medium
VIO_37810,MBR_37810,Fraud,2025-01-21,Medium
VIO_1471,MBR_01471,Policy Abuse,2024-08-22,Low
VIO_41483,MBR_41483,Late Payment,2025-09-21,High
VIO_10164,MBR_10164,Fraud,2023-07-21,Medium
VIO_32699,MBR_32699,Policy Abuse,2025-10-27,Low
VIO_10765,MBR_10765,Fraud,2024-03-11,Low
VIO_43692,MBR_43692,Late Payment,2024-05-01,High
VIO_30839,MBR_30839,Late Payment,2024-03-10,Medium
VIO_22771,MBR_22771,Fraud,2023-12-19,Medium
VIO_43158,MBR_43158,Late Payment,2025-09-30,Medium
VIO_41231,MBR_41231,Policy Abuse,2024-08-06,Medium
VIO_49110,MBR_49110,Policy Abuse,2024-06-27,High
VIO_31874,MBR_31874,Fraud,2025-05-02,Low
VIO_46757,MBR_46757,Late Payment,2025-09-03,Medium
VIO_24913,MBR_24913,Policy Abuse,2024-03-02,Low
VIO_45724,MBR_45724,Late Payment,2024-11-05,High
VIO_21993,MBR_21993,Fraud,2025-04-19,High
VIO_47186,MBR_47186,Late Payment,2025-02-13,Low
VIO_42065,MBR_42065,Late Payment,2025-09-17,High
VIO_30927,MBR_30927,Policy Abuse,2025-04-09,High
VIO_16758,MBR_16758,Policy Abuse,2024-10-05,Medium
VIO_10115,MBR_10115,Fraud,2025-11-11,High
VIO_25347,MBR_25347,Late Payment,2025-12-15,Low
VIO_21115,MBR_21115,Late Payment,2025-05-14,Low
VIO_31524,MBR_31524,Late Payment,2023-12-16,Low
VIO_29017,MBR_29017,Policy Abuse,2024-12-06,Low
VIO_28368,MBR_28368,Policy Abuse,2024-09-30,Low
VIO_33325,MBR_33325,Late Payment,2025-09-30,High
VIO_36688,MBR_36688,Policy Abuse,2023-10-07,High
VIO_35503,MBR_35503,Fraud,2025-09-14,Medium
VIO_4927,MBR_04927,Policy Abuse,2025-09-16,Medium
VIO_4595,MBR_04595,Late Payment,2023-11-14,Low
VIO_11040,MBR_11040,Fraud,2025-01-10,High
VIO_22903,MBR_22903,Late Payment,2023-12-15,Low
VIO_48426,MBR_48426,Late Payment,2023-04-20,Low
VIO_31839,MBR_31839,Policy Abuse,2024-01-18,Low
VIO_6280,MBR_06280,Fraud,2024-12-29,Medium
VIO_32588,MBR_32588,Late Payment,2025-10-06,Medium
VIO_14628,MBR_14628,Fraud,2024-01-12,Medium
VIO_20580,MBR_20580,Late Payment,2024-03-08,High
VIO_26376,MBR_26376,Late Payment,2024-08-12,Low
VIO_17537,MBR_17537,Fraud,2024-06-20,Low
VIO_36465,MBR_36465,Late Payment,2024-10-23,High
VIO_34606,MBR_34606,Fraud,2024-05-11,Low
VIO_35136,MBR_35136,Policy Abuse,2023-02-01,Low
VIO_18748,MBR_18748,Fraud,2025-06-08,Low
VIO_7392,MBR_07392,Fraud,2025-03-03,Medium
VIO_45815,MBR_45815,Late Payment,2023-08-16,Low
VIO_38831,MBR_38831,Fraud,2023-05-05,High
VIO_46454,MBR_46454,Policy Abuse,2025-06-07,Medium
VIO_11268,MBR_11268,Late Payment,2025-02-09,Low
VIO_20178,MBR_20178,Policy Abuse,2024-08-24,High
VIO_43619,MBR_43619,Policy Abuse,2025-09-18,High
VIO_34641,MBR_34641,Fraud,2023-09-12,Medium
VIO_31619,MBR_31619,Policy Abuse,2025-06-01,Medium
VIO_17159,MBR_17159,Policy Abuse,2023-01-29,Medium
VIO_45719,MBR_45719,Policy Abuse,2025-05-12,Low
VIO_4405,MBR_04405,Fraud,2024-08-24,Medium
VIO_8856,MBR_08856,Fraud,2025-06-09,High
VIO_19095,MBR_19095,Late Payment,2025-11-15,Medium
VIO_16578,MBR_16578,Late Payment,2025-01-15,Medium
VIO_7147,MBR_07147,Policy Abuse,2025-08-24,Medium
VIO_22988,MBR_22988,Late Payment,2024-01-07,Low
VIO_20316,MBR_20316,Late Payment,2024-02-27,Low
VIO_23866,MBR_23866,Fraud,2024-05-17,High
VIO_14832,MBR_14832,Fraud,2024-03-24,High
VIO_42214,MBR_42214,Fraud,2024-05-03,Low
VIO_26698,MBR_26698,Late Payment,2023-01-20,Medium
VIO_35585,MBR_35585,Late Payment,2023-01-07,Low
VIO_13072,MBR_13072,Late Payment,2024-05-19,Medium
VIO_27339,MBR_27339,Late Payment,2024-10-26,Low
VIO_40653,MBR_40653,Policy Abuse,2025-12-01,Low
VIO_44834,MBR_44834,Fraud,2023-10-05,Low
VIO_40670,MBR_40670,Policy Abuse,2023-07-15,High
VIO_23447,MBR_23447,Policy Abuse,2024-05-14,Low
VIO_7024,MBR_07024,Late Payment,2023-06-25,High
VIO_32727,MBR_32727,Fraud,2024-12-19,Medium
VIO_8436,MBR_08436,Late Payment,2025-06-15,Low
VIO_45183,MBR_45183,Late Payment,2024-07-03,Medium
VIO_30268,MBR_30268,Policy Abuse,2023-03-11,Medium
VIO_27851,MBR_27851,Policy Abuse,2023-07-21,Medium
VIO_44919,MBR_44919,Late Payment,2024-07-30,Medium
VIO_27077,MBR_27077,Late Payment,2025-03-04,Medium
VIO_756,MBR_00756,Fraud,2024-03-18,Low
VIO_27160,MBR_27160,Policy Abuse,2024-12-20,High
VIO_23454,MBR_23454,Fraud,2024-06-21,Low
VIO_24549,MBR_24549,Fraud,2025-11-09,Low
VIO_46769,MBR_46769,Late Payment,2024-08-19,Medium
VIO_6402,MBR_06402,Late Payment,2025-08-30,High
VIO_35994,MBR_35994,Fraud,2023-06-30,High
VIO_20668,MBR_20668,Late Payment,2024-11-02,Low
VIO_47042,MBR_47042,Fraud,2023-10-23,Medium
VIO_41472,MBR_41472,Fraud,2024-06-15,Medium
VIO_17771,MBR_17771,Late Payment,2023-02-18,Medium
VIO_28815,MBR_28815,Late Payment,2024-10-03,Low
VIO_49052,MBR_49052,Policy Abuse,2024-08-27,High
VIO_2745,MBR_02745,Fraud,2023-10-04,High
VIO_22599,MBR_22599,Late Payment,2025-06-17,Low
VIO_9195,MBR_09195,Late Payment,2024-04-12,Low
VIO_1516,MBR_01516,Policy Abuse,2024-05-13,Low
VIO_5012,MBR_05012,Policy Abuse,2024-11-22,Medium
VIO_7572,MBR_07572,Fraud,2023-04-22,High
VIO_29254,MBR_29254,Policy Abuse,2025-03-09,Medium
VIO_8175,MBR_08175,Fraud,2023-02-06,High
VIO_23660,MBR_23660,Fraud,2023-08-05,Low
VIO_31285,MBR_31285,Late Payment,2025-06-13,High
VIO_21625,MBR_21625,Fraud,2023-12-01,High
VIO_10513,MBR_10513,Late Payment,2025-03-07,High
VIO_34288,MBR_34288,Late Payment,2024-08-19,High
VIO_21409,MBR_21409,Fraud,2023-10-30,High
VIO_36385,MBR_36385,Fraud,2024-10-15,Low
VIO_29154,MBR_29154,Fraud,2025-11-19,Medium
VIO_2366,MBR_02366,Policy Abuse,2025-09-05,High
VIO_48778,MBR_48778,Late Payment,2024-10-06,High
VIO_22869,MBR_22869,Fraud,2024-01-04,Medium
VIO_21152,MBR_21152,Fraud,2024-10-02,Medium
VIO_32062,MBR_32062,Late Payment,2024-06-05,Medium
VIO_23223,MBR_23223,Fraud,2024-03-25,Medium
VIO_45294,MBR_45294,Fraud,2024-02-13,High
VIO_18892,MBR_18892,Late Payment,2024-04-09,Medium
VIO_25610,MBR_25610,Policy Abuse,2024-04-02,Low
VIO_44644,MBR_44644,Policy Abuse,2025-12-03,High
VIO_9014,MBR_09014,Fraud,2023-08-14,Low
VIO_25928,MBR_25928,Fraud,2024-02-23,Low
VIO_16294,MBR_16294,Late Payment,2025-08-31,High
VIO_33607,MBR_33607,Fraud,2025-07-12,Low
VIO_36405,MBR_36405,Fraud,2025-10-24,Medium
VIO_22116,MBR_22116,Fraud,2024-09-07,Medium
VIO_30316,MBR_30316,Fraud,2025-05-26,Medium
VIO_49210,MBR_49210,Fraud,2025-05-26,Low
VIO_44221,MBR_44221,Policy Abuse,2024-10-29,Medium
VIO_31605,MBR_31605,Policy Abuse,2023-03-20,Low
VIO_16284,MBR_16284,Late Payment,2025-07-31,High
